timeStampScheduled,timeStampSent,timeStampStart,timeStampStop,originalTimeStampSent,timeZoneOffset,deltaUTC,stress,anxiety
1741291812,1741291814,1741292845,1741292867,0,-21600,0,39,70
1741381894,1741381897,1741382172,1741382183,0,-21600,0,81,77
1741466137,1741466139,1741467333,1741467341,0,-21600,-1,61,84
1741558846,1741558847,1741559047,1741559052,1741553441,-21600,0,98,84
1741641661,1741641663,1741641698,1741641709,0,-21600,-1,25,6
1741731292,1741731295,1741731313,1741731319,1741729492,-21600,-1,30,13
1741812910,1741812913,1741812918,1741812923,0,-21600,-1,53,49
1741904684,1741904686,1741904692,1741904698,1741901083,-21600,0,17,18
1741989362,1741989366,1741989465,1741989471,1741987562,-21600,0,49,50
1742073250,1742073254,1742074754,1742074759,1742069646,-21600,-1,82,62
1742163507,1742163508,1742163801,1742163806,1742161707,-21600,-1,15,20
1742244412,1742244415,1742244749,1742244753,0,-21600,-1,27,27
1742330317,1742330319,1742331060,1742331066,0,-21600,0,25,20
1742417480,1742417482,1742417486,1742417491,0,-21600,0,76,83
1742506736,1742506739,1742506747,1742506778,0,-21600,0,29,76
1742596778,1742596779,1742597233,1742597238,1742591376,-21600,0,50,50
1742683261,1742683265,1742683286,1742683291,1742679659,-21600,0,22,28
1742762489,1742762491,1742762499,1742762505,0,-21600,0,28,33
1742851485,1742851488,1742852514,1742852518,0,-21600,0,32,40
1742934096,1742934098,1742935679,1742935685,0,-21600,0,35,28
1743025148,1743025150,1743025566,1743025572,1743019745,-21600,0,44,44
1743109992,1743109993,1743110002,1743110007,1743108192,-21600,0,39,45
1743199583,1743199585,1743199600,1743199604,1743195982,-21600,-1,24,44
1743284444,1743284446,1743283816,1743283820,1743282644,-21600,-1,45,33
1743458385,1743458389,1743459808,1743459812,0,-21600,-1,80,71
1743545135,1743545136,1743545315,1743545318,1743537927,-21600,-2,36,33
1743631435,1743631436,1743631502,1743631507,1743624229,-21600,0,33,73
1743802491,1743802494,1743803688,1743803691,1743800691,-21600,0,32,29
1743891999,1743892000,1743892491,1743892494,1743884793,-21600,0,37,45
1743975498,1743975500,1743975818,1743975821,0,-21600,0,31,67
1744061116,1744061119,1744062566,1744062569,1744057515,-21600,0,60,62
1744148867,1744148868,1744149452,1744149458,1744143462,-21600,-1,68,73
1744234926,1744234927,1744234935,1744234939,0,-21600,-1,35,42
1744317513,1744317514,1744317521,1744317525,0,-21600,0,66,40
1744408929,1744408930,1744409998,1744410001,1744405328,-21600,-1,37,37
1744495591,1744495593,1744495778,1744495781,1744491989,-21600,-1,35,41
1744581711,1744581713,1744582574,1744582577,1744574505,-21600,-1,44,44
1744665768,1744665770,1744665815,1744665819,1744663968,-21600,0,69,75
1744759142,1744759145,1744761019,1744761022,1744751936,-21600,0,34,36
1744841051,1744841052,1744842613,1744842616,1744839251,-21600,0,15,14
1744923455,1744923458,1744923463,1744923468,1744921655,-21600,0,38,48
1745017765,1745017766,1745017784,1745017788,1745010559,-21600,-1,39,83
1745099260,1745099261,1745099706,1745099709,1745097460,-21600,0,29,57
1745185590,1745185592,1745185597,1745185602,0,-21600,-1,36,71
1745276127,1745276128,1745276266,1745276270,1745272524,-21600,-1,41,68
1745356024,1745356027,1745356442,1745356446,1745354224,-21600,0,36,73
1745442552,1745442555,1745443811,1745443814,0,-21600,0,43,70
1745614789,1745614791,1745615477,1745615517,1745612989,-21600,-1,38,75
1745790083,1745790084,1745790092,1745790095,1745788283,-21600,-1,36,40
1745879806,1745879809,1745879824,1745879827,1745876204,-21600,-1,31,36
1745964939,1745964942,1745964961,1745964965,1745959535,-21600,-1,39,67
1746051398,1746051401,1746051454,1746051459,1746045991,-21600,-1,54,60
1746132076,1746132078,1746132085,1746132088,1746130276,-21600,0,63,71
1746220692,1746220693,1746221246,1746221251,0,-21600,0,68,35
1746310601,1746310604,1746311329,1746311333,1746308801,-21600,0,63,86
1746389033,1746389035,1746389041,1746389048,0,-21600,0,30,69
1746483371,1746483373,1746483381,1746483386,1746481571,-21600,-1,68,65
1746561669,1746561671,1746561684,1746561688,0,-21600,-1,77,66
1746657635,1746657636,1746657641,1746657645,1746652232,-21600,-1,40,44
1746736537,1746736538,1746736597,1746736601,0,-21600,0,44,65
1746825098,1746825102,1746826447,1746826465,1746823298,-21600,0,62,76
1746915415,1746915416,1746916501,1746916504,1746908210,-21600,0,74,78
1746997565,1746997567,1746997572,1746997576,1746995765,-21600,0,90,19
1747090786,1747090787,1747091945,1747091949,1747083579,-21600,-1,47,28
1747177299,1747177301,1747177693,1747177696,1747170094,-21600,0,35,70
1747254717,1747254720,1747254733,1747254736,0,-21600,0,59,44
1747353017,1747353020,1747353027,1747353031,1747345811,-21600,0,36,74
1747437444,1747437447,1747440296,1747440301,1747430240,-21600,0,41,66
1747520688,1747520690,1747520696,1747520698,1747518888,-21600,-1,82,26
1747611957,1747611959,1747611974,1747611983,1747604751,-21600,0,81,80
1747783302,1747783304,1747783308,1747783311,1747777895,-21600,-1,89,83
1747858733,1747858735,1747859890,1747859893,0,-21600,0,84,96
1747946663,1747946665,1747947702,1747947707,0,-21600,-1,67,83
1748042774,1748042777,1748043411,1748043414,1748037371,-21600,-1,85,38
1748124039,1748124041,1748124054,1748124058,1748118635,-21600,-1,92,89
1748208273,1748208274,1748208504,1748208507,1748204670,-21600,-1,41,77
1748299080,1748299083,1748300850,1748300853,1748295478,-21600,0,85,90
1748384499,1748384502,1748384563,1748384566,1748380898,-21600,0,81,80
1748465499,1748465500,1748466280,1748466291,0,-21600,0,17,28
1748554013,1748554014,1748554242,1748554248,0,-21600,0,71,78
1748639669,1748639670,1748641326,1748641331,1748636066,-21600,0,64,25
1748727411,1748727413,1748729025,1748729028,1748722006,-21600,0,77,18
1748814375,1748814378,1748814384,1748814389,0,-21600,0,17,6
1749078913,1749078914,1749079200,1749079203,1749071706,-21600,-1,81,87
1749164821,1749164824,1749165346,1749165350,1749159417,-21600,0,69,51
1749242174,1749242175,1749242180,1749242183,1749240374,-21600,0,75,32
1749332412,1749332414,1749333916,1749333921,1749328810,-21600,-4,84,8
1749419414,1749419416,1749419622,1749419628,0,-21600,0,6,2
1749501007,1749501009,1749501017,1749501021,0,-21600,-1,34,72
1749594449,1749594453,1749595548,1749595552,1749590845,-21600,0,85,44
1749678619,1749678620,1749678681,1749678685,1749675017,-21600,-1,84,80
1749759298,1749759301,1749759628,1749759635,0,-21600,-9,40,70
1749848827,1749848829,1749848859,1749848862,0,-21600,0,78,81
1749933443,1749933445,1749934705,1749934714,0,-21600,0,67,80
1750021994,1750021997,1750022608,1750022611,0,-21600,0,73,78
1750110877,1750110879,1750111866,1750111870,1750107274,-21600,0,69,20
1750198072,1750198075,1750198130,1750198133,1750196272,-21600,0,79,17
1750285202,1750285204,1750285840,1750285844,1750281599,-21600,0,7,5
1750370608,1750370609,1750371057,1750371061,1750368808,-21600,0,21,8
1750451122,1750451124,1750451158,1750451161,0,-21600,0,33,13
1750539281,1750539282,1750540130,1750540133,0,-21600,0,10,14
1750624964,1750624967,1750624972,1750624975,0,-21600,0,69,27
1750711121,1750711122,1750711440,1750711444,0,-21600,0,78,17
1750883942,1750883943,1750884402,1750884405,0,-21600,0,75,75
1750971929,1750971933,1750972710,1750972720,1750970129,-21600,-1,19,28
1751057494,1751057496,1751057867,1751057871,0,-21600,-1,32,36
1751229626,1751229628,1751229639,1751229647,0,-21600,0,17,16
1751322223,1751322226,1751322233,1751322237,1751316818,-21600,0,4,7
1751406792,1751406794,1751407032,1751407036,0,-21600,-1,13,8
1751493735,1751493736,1751494157,1751494162,1751486525,-21600,0,13,13
1751667343,1751667345,1751667353,1751667357,1751661937,-21600,0,6,5
